path,type,status,purpose_short,current_mainline_related,module,inputs,outputs,called_by,calls,safe_to_modify,safe_to_delete,sensitive,evidence_summary,confidence,notes
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/raw_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/sample_metrics.json,JSON,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/snapped_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_001/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_002/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_003/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_004/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_005/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_006/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_007/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_008/observer_instances.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/contact_sheet.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,docs/REAL_VAL50_CONVERTER_PLAN.md; loreflection/builders/scene_package_builder.py; _archive/deprecated_20260622/outputs/manual_review/r7_native_5scene/reports/conversion_report.json; _archive/deprecated_20260622/outputs/visual_audit_r5/reports/conversion_report.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/build_visual_audit_package.py; tools/evaluate_c13_semantic_repair4_outputs.py; tools/inspect_val50_prototype_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/control_mask.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,examples/toy_samples/controlnet_repair_v1/train.json; examples/toy_samples/controlnet_sample_v1.json; LoState_Design_Document_v1_4_9_DynamicCandidates_RepairPlan.md; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/tools/validate_current_repairplan.py; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package_named_only/tools/validate_current_repairplan.py; reports/c11_12_remote_prompt_dump.json; reports/c13_diffsynth_loader_dryrun_semantic_repair4.json; reports/current_c12_input_manifest.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/copyback_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/diff_map.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/I_bad.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/I_target.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/raw_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/sample_metrics.json,JSON,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/remove_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/snapped_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_001/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_002/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_003/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_004/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_005/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_006/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_007/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_008/observer_instances.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/contact_sheet.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,docs/REAL_VAL50_CONVERTER_PLAN.md; loreflection/builders/scene_package_builder.py; _archive/deprecated_20260622/outputs/manual_review/r7_native_5scene/reports/conversion_report.json; _archive/deprecated_20260622/outputs/visual_audit_r5/reports/conversion_report.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/build_visual_audit_package.py; tools/evaluate_c13_semantic_repair4_outputs.py; tools/inspect_val50_prototype_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/control_mask.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,examples/toy_samples/controlnet_repair_v1/train.json; examples/toy_samples/controlnet_sample_v1.json; LoState_Design_Document_v1_4_9_DynamicCandidates_RepairPlan.md; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/tools/validate_current_repairplan.py; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package_named_only/tools/validate_current_repairplan.py; reports/c11_12_remote_prompt_dump.json; reports/c13_diffsynth_loader_dryrun_semantic_repair4.json; reports/current_c12_input_manifest.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/copyback_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/diff_map.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/I_bad.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/I_target.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/raw_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/sample_metrics.json,JSON,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/snapped_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_001/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_002/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_003/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_004/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_005/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_006/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_007/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_008/observer_instances.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/contact_sheet.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,docs/REAL_VAL50_CONVERTER_PLAN.md; loreflection/builders/scene_package_builder.py; _archive/deprecated_20260622/outputs/manual_review/r7_native_5scene/reports/conversion_report.json; _archive/deprecated_20260622/outputs/visual_audit_r5/reports/conversion_report.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/build_visual_audit_package.py; tools/evaluate_c13_semantic_repair4_outputs.py; tools/inspect_val50_prototype_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/control_mask.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,examples/toy_samples/controlnet_repair_v1/train.json; examples/toy_samples/controlnet_sample_v1.json; LoState_Design_Document_v1_4_9_DynamicCandidates_RepairPlan.md; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/tools/validate_current_repairplan.py; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package_named_only/tools/validate_current_repairplan.py; reports/c11_12_remote_prompt_dump.json; reports/c13_diffsynth_loader_dryrun_semantic_repair4.json; reports/current_c12_input_manifest.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/copyback_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/diff_map.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/I_bad.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/I_target.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/raw_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/sample_metrics.json,JSON,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_MIXED/step100_eval/translate_3_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/snapped_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_001/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_002/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_003/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_004/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_005/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_006/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_007/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_008/observer_instances.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/contact_sheet.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,docs/REAL_VAL50_CONVERTER_PLAN.md; loreflection/builders/scene_package_builder.py; _archive/deprecated_20260622/outputs/manual_review/r7_native_5scene/reports/conversion_report.json; _archive/deprecated_20260622/outputs/visual_audit_r5/reports/conversion_report.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/build_visual_audit_package.py; tools/evaluate_c13_semantic_repair4_outputs.py; tools/inspect_val50_prototype_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/control_mask.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,examples/toy_samples/controlnet_repair_v1/train.json; examples/toy_samples/controlnet_sample_v1.json; LoState_Design_Document_v1_4_9_DynamicCandidates_RepairPlan.md; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/tools/validate_current_repairplan.py; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package_named_only/tools/validate_current_repairplan.py; reports/c11_12_remote_prompt_dump.json; reports/c13_diffsynth_loader_dryrun_semantic_repair4.json; reports/current_c12_input_manifest.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/copyback_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/diff_map.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/I_bad.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/I_target.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,reports/c11_12_remote_prompt_dump.json; reports/current_c12_input_manifest.json; reports/current_c12_input_manifest_after_c12_1.json; _archive/deprecated_20260622/reports/current_c12_input_manifest_before_c12_1_backup.json; tests/test_current_c12_manifest.py; tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/raw_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/sample_metrics.json,JSON,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/c12_1_remove_473f4a9e-505e-4864-9ffd-59a793b26d5a_Bedroom-1705_remove-2_8/snapped_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,_archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_001/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_002/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_003/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_004/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_005/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_006/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_007/observer_instances.json; _archive/deprecated_20260622/outputs/manual_review/overfit32_step512_evaluation/per_sample/room_008/observer_instances.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/metrics_by_checkpoint.csv,CSV,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Readable text; no strong structural markers in first scan.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/metrics_by_checkpoint.json,JSON,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,outputs/; outputs/; outputs/,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Contains `schema_version`. | Contains `semantic_repair`. | Contains `metadata`.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/remove_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/contact_sheet.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,docs/REAL_VAL50_CONVERTER_PLAN.md; loreflection/builders/scene_package_builder.py; _archive/deprecated_20260622/outputs/manual_review/r7_native_5scene/reports/conversion_report.json; _archive/deprecated_20260622/outputs/visual_audit_r5/reports/conversion_report.json; _archive/deprecated_20260622/reports/project_structure_files_depth3.txt; tools/build_visual_audit_package.py; tools/evaluate_c13_semantic_repair4_outputs.py; tools/inspect_val50_prototype_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/remove_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/control_mask.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,examples/toy_samples/controlnet_repair_v1/train.json; examples/toy_samples/controlnet_sample_v1.json; LoState_Design_Document_v1_4_9_DynamicCandidates_RepairPlan.md; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package/tools/validate_current_repairplan.py; _archive/deprecated_20260622/outputs/manual_review/current_repair_protocol_review_package_named_only/tools/validate_current_repairplan.py; reports/c11_12_remote_prompt_dump.json; reports/c13_diffsynth_loader_dryrun_semantic_repair4.json; reports/current_c12_input_manifest.json,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
_archive/deprecated_20260622/outputs/manual_review/c13_overfit_REMOVE/step100_eval/remove_1_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_Mas/copyback_output.png,image artifact,current,Generated visual review artifact for C13 step100 output evaluation.,True,C13 semantic_repair4 overfit,,,tools/evaluate_c13_semantic_repair4_outputs.py,,"yes, if you understand the module",no,False,Binary image artifact; indexed by path/type only.,high,
