path,line,pattern,classification,text
reports/reference_3dfront_pipeline_mining_report.json,10939,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,10952,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,10968,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train"""
reports/reference_3dfront_pipeline_mining_report.json,10975,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val"""
reports/reference_3dfront_pipeline_mining_report.json,10982,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,10989,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,10996,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,11094,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,11101,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,11106,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11122,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train"""
reports/reference_3dfront_pipeline_mining_report.json,11129,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val"""
reports/reference_3dfront_pipeline_mining_report.json,11136,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,11143,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,11150,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,11248,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=33-val_total_loss=0.6600-val_orient_acc=0.7884.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,11255,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,11260,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage2_orient0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11367,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/best_val.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,11386,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_paper.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11495,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11511,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,11518,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,11525,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,11532,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,11539,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,11623,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,11630,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,11650,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11666,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,11673,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,11680,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,11687,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,11694,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,11778,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1"""
reports/reference_3dfront_pipeline_mining_report.json,11785,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,11805,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11821,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train"""
reports/reference_3dfront_pipeline_mining_report.json,11828,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val"""
reports/reference_3dfront_pipeline_mining_report.json,11835,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,11842,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,11849,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,11933,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1/last.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,11940,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,11947,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test"""
reports/reference_3dfront_pipeline_mining_report.json,11960,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,11976,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train"""
reports/reference_3dfront_pipeline_mining_report.json,11983,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val"""
reports/reference_3dfront_pipeline_mining_report.json,11990,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,11997,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,12004,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,12102,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2"""
reports/reference_3dfront_pipeline_mining_report.json,12109,PlanJSON,generated_report,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,12114,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,12130,PlanJSON,generated_report,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train"""
reports/reference_3dfront_pipeline_mining_report.json,12137,PlanJSON,generated_report,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val"""
reports/reference_3dfront_pipeline_mining_report.json,12144,PlanJSON,generated_report,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test"""
reports/reference_3dfront_pipeline_mining_report.json,12151,PlanJSON,generated_report,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,12158,PlanJSON,generated_report,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,12256,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=33-val_total_loss=0.6600-val_orient_acc=0.7884.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,12263,PlanJSON,generated_report,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2_continue400"""
reports/reference_3dfront_pipeline_mining_report.json,12268,PlanJSON,generated_report,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage2_orient0327_v1.yaml"","
reports/reference_3dfront_pipeline_mining_report.json,12375,PlanJSON,generated_report,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/best_val.ckpt"""
reports/reference_3dfront_pipeline_mining_report.json,15066,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_48725/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15067,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_49556/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15068,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_50429/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15069,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_51362/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15070,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_53333/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15071,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_54353/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15072,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_57633/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15073,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_83258/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15074,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_48725/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15075,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_49556/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15076,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_50429/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15077,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_51362/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15078,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_53333/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15079,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_54353/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15080,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_57633/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15081,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_83258/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15082,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_127305/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15083,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_5664/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15084,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_6790/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15085,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_7294/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15086,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_82504/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15087,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_843049/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15088,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_843202/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15089,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_202997/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15090,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_23325/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15091,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_26857/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15092,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_40484/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15093,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_54060/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15094,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_151259/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15095,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_3240/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15096,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_3671/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15097,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_4134/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15098,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_52454/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15099,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_52745/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15100,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_5499/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15101,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_3521753/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15102,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_3523225/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15103,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_5107528/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15104,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_5188306/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15105,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8127109/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15106,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8132887/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15107,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8164446/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15108,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8165566/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15109,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8625467/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15110,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8625635/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15111,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_11134/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15112,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_1207053/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15113,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_12374/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15114,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_245289/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15115,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_3464588/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15116,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_3657/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15117,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_78881/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15118,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_85786/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15119,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_88317/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15120,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_18070/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15121,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3597274/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15122,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3597345/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15123,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3620564/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15124,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3670396/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15125,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_4388/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15126,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_5289/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15127,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_7416/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15128,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_8095/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15129,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_8933/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15130,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_9161/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15131,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_2905/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15132,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_3779/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15133,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_3953/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15134,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_48758/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15135,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_48811/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15136,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1265616_7475/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15137,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_2905/Updated_Bottom_label_map.png"","
reports/reference_3dfront_pipeline_mining_report.json,15138,PlanJSON,generated_report,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1272438_3779/Updated_Bottom_label_map.png"","
