path,line,wrong_statement_or_reference,action
reports/reference_3dfront_pipeline_mining_report.json,10827,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10834,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10841,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10925,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1/last.ckpt""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10932,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10939,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10952,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10968,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10975,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10982,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10989,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,10996,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11094,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11101,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11106,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11122,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11129,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11136,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11143,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11150,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11248,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=33-val_total_loss=0.6600-val_orient_acc=0.7884.ckpt""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11255,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11260,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage2_orient0327_v1.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11367,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/best_val.ckpt""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11386,"""file"": ""configs/apm/chinese_attr_only_planjson_paper.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11495,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11511,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11518,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11525,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11532,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_0228_0317_0327_v1""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11539,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_0228_0317_0327_v1""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11623,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_0228_0317_0327_v1""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11630,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11650,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11666,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11673,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11680,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11687,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11694,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11778,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11785,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11805,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11821,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11828,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11835,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11842,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v1_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11849,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v1_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11933,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1/last.ckpt""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11940,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v1_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11947,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v1/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11960,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11976,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11983,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11990,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,11997,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12004,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12102,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12109,"""text"": ""eval_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12114,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12130,"""text"": ""train_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/train""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12137,"""text"": ""val_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/val""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12144,"""text"": ""test_data_dir: ./datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_orient0327_v2/test""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12151,"""text"": ""project: chinese_attr_pred_planjson_apm_stage1_roty_orient0327_v2_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12158,"""text"": ""name: chinese_attr_only_planjson_apm_stage1_roty_orient0327_v2_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12256,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/val-loss-epoch=33-val_total_loss=0.6600-val_orient_acc=0.7884.ckpt""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12263,"""text"": ""checkpoint_dir: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2_continue400""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12268,"""file"": ""configs/apm/chinese_attr_only_planjson_apm_stage2_orient0327_v1.yaml"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,12375,"""text"": ""checkpoint_path: checkpoints/apm_attr_only_planjson_stage1_roty_orient0327_v2/best_val.ckpt""",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15066,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_48725/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15067,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_49556/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15068,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_50429/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15069,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_51362/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15070,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_53333/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15071,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_54353/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15072,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_57633/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15073,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038297_83258/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15074,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_48725/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15075,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_49556/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15076,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_50429/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15077,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_51362/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15078,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_53333/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15079,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_54353/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15080,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_57633/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15081,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1038766_83258/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15082,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_127305/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15083,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_5664/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15084,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_6790/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15085,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_7294/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15086,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_82504/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15087,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_843049/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15088,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1062837_843202/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15089,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_202997/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15090,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_23325/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15091,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_26857/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15092,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_40484/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15093,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1092949_54060/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15094,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_151259/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15095,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_3240/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15096,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_3671/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15097,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_4134/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15098,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_52454/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15099,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_52745/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15100,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1186490_5499/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15101,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_3521753/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15102,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_3523225/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15103,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_5107528/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15104,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_5188306/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15105,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8127109/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15106,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8132887/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15107,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8164446/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15108,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8165566/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15109,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8625467/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15110,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1191995_8625635/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15111,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_11134/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15112,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_1207053/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15113,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_12374/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15114,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_245289/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15115,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_3464588/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15116,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_3657/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15117,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_78881/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15118,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_85786/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15119,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1214957_88317/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15120,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_18070/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15121,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3597274/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15122,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3597345/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15123,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3620564/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15124,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_3670396/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15125,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_4388/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15126,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_5289/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15127,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_7416/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
reports/reference_3dfront_pipeline_mining_report.json,15128,"""datasets/chinese_w_arch_3dfront_planjson_apm_stage1_roty_0228_0317_0327_v1/test/1250840_8095/Updated_Bottom_label_map.png"",",classified_not_authoritative_or_generated_history
