sample_id,action,path,original_id,room_type,source_category,target_category,source_semantic_id,target_semantic_id,mask_area_px,changed_pixels_inside_mask,changed_ratio_inside_mask,category_mapping_status,sample_dir
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296,masterbedroom,dressing_table,dressing_table,11,11,4897,2236,0.4566060853583827,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-0_6
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,masterbedroom,stool,stool,14,14,3990,1554,0.3894736842105263,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14-opposite
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296,masterbedroom,stool,stool,14,14,3990,1554,0.3894736842105263,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_pose-1-2_14
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,masterbedroom,nightstand,nightstand,27,27,3572,1364,0.3818589025755879,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_005_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2-opposite
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404,masterbedroom,nightstand,nightstand,27,27,3572,1364,0.3818589025755879,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_006_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-3_2
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,masterbedroom,nightstand,nightstand,27,27,3619,1395,0.3854655982315557,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16-opposite
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404,masterbedroom,nightstand,nightstand,27,27,3619,1395,0.3854655982315557,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-4_16
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,masterbedroom,tv_stand,tv_stand,9,9,7400,3528,0.47675675675675677,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22-opposite
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404,masterbedroom,tv_stand,tv_stand,9,9,7400,3528,0.47675675675675677,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_pose-1-5_22
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,secondbedroom,double_bed,double_bed,4,4,38896,19812,0.5093582887700535,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22-opposite
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,secondbedroom,double_bed,double_bed,4,4,38896,19812,0.5093582887700535,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-0_22
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,secondbedroom,nightstand,nightstand,27,27,3444,1300,0.37746806039488967,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2-opposite
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,secondbedroom,nightstand,nightstand,27,27,3444,1300,0.37746806039488967,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-1_2
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,secondbedroom,nightstand,nightstand,27,27,3444,1300,0.37746806039488967,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_015_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6-opposite
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,secondbedroom,nightstand,nightstand,27,27,3444,1300,0.37746806039488967,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_016_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_pose-1-2_6
0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite.pkl,0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,secondbedroom,armchair,armchair,18,18,8473,4003,0.47244187418859906,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8-opposite
0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8.pkl,0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,secondbedroom,armchair,armchair,18,18,8473,4003,0.47244187418859906,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_pose-1-1_8
0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite.pkl,0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12,secondbedroom,nightstand,nightstand,27,27,3648,1408,0.38596491228070173,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12-opposite
0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12,TRANSLATE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12.pkl,0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,secondbedroom,nightstand,nightstand,27,27,3648,1408,0.38596491228070173,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/TRANSLATE/translate_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_pose-1-5_12
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2-opposite.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2,masterbedroom,dressing_table,dressing_table,11,11,3393,641,0.18891836133215442,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_001_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2-opposite
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296,masterbedroom,dressing_table,dressing_table,11,11,3393,641,0.18891836133215442,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_002_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-0_2
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10-opposite.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10,masterbedroom,stool,stool,14,14,2029,129,0.06357811729916214,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_003_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10-opposite
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296,masterbedroom,stool,stool,14,14,2029,129,0.06357811729916214,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_004_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-2_10
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20,masterbedroom,double_bed,double_bed,4,4,18180,2944,0.16193619361936193,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_005_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20-opposite
015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20.pkl,015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296,masterbedroom,double_bed,double_bed,4,4,18180,2944,0.16193619361936193,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_006_015ed8e0-35dc-41ab-9a9e-b3dbba4ec64a_MasterBedroom-33296_replace-3_20
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6-opposite.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6,masterbedroom,double_bed,double_bed,4,4,21420,8540,0.39869281045751637,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_007_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6-opposite
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404,masterbedroom,double_bed,double_bed,4,4,21420,8540,0.39869281045751637,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_008_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-0_6
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20-opposite.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20,masterbedroom,tv_stand,tv_stand,9,9,5092,748,0.14689709347996857,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_009_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20-opposite
04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20.pkl,04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404,masterbedroom,tv_stand,tv_stand,9,9,5092,748,0.14689709347996857,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_010_04684207-3d45-4d33-bd9d-0f66c9a45402_MasterBedroom-9404_replace-5_20
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20-opposite.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20,secondbedroom,double_bed,double_bed,4,4,28600,4986,0.17433566433566433,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_011_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20-opposite
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,secondbedroom,double_bed,double_bed,4,4,28600,4986,0.17433566433566433,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_012_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-0_20
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10,secondbedroom,pendant_lamp,pendant_lamp,34,34,4260,2260,0.5305164319248826,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_013_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10-opposite
04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10.pkl,04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034,secondbedroom,pendant_lamp,pendant_lamp,34,34,4260,2260,0.5305164319248826,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_014_04f7a09d-08be-4e6f-965d-b655e0f654fe_SecondBedroom-30034_replace-3_10
0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite.pkl,0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6,secondbedroom,armchair,armchair,18,18,4485,864,0.19264214046822742,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_015_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6-opposite
0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6.pkl,0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,secondbedroom,armchair,armchair,18,18,4485,864,0.19264214046822742,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_016_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-1_6
0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite.pkl,0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18,secondbedroom,wardrobe,wardrobe,33,33,7173,1222,0.17036107625819044,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_017_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18-opposite
0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18.pkl,0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482,secondbedroom,wardrobe,wardrobe,33,33,7173,1222,0.17036107625819044,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_018_0b4abd30-b157-4ecf-a077-989285598cf2_SecondBedroom-6482_replace-4_18
0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite.pkl,0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20,secondbedroom,double_bed,double_bed,4,4,19154,4230,0.22084159966586614,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_019_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20-opposite
0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20,REPLACE,/wuqingyaoa800/chengjiajia_datas/EditRoom/datasets/editroom_dataset/threed_front_bedroom/test_dataset/0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20.pkl,0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167,secondbedroom,double_bed,double_bed,4,4,19154,4230,0.22084159966586614,PASS,/wuqingyaoa800/qiuziyan/LoReflection/outputs/semantic_repair4_medium_dataset_v1/REPLACE/replace_020_0bb3d53a-d91c-4f86-afb3-0fbf0e35d1d5_SecondBedroom-11167_replace-0_20
