scene_id,room_type,uid,jid,raw_category
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,102758/model,d8f2e7b8-c201-4b29-aec9-7fe402dc1b5c,art/art - wall-attached
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,279732/model,e4ff1ba2-f6ee-456d-b960-8cc9b74f2585,window/window
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,340699/model,ab52b1ff-be0d-452f-ab2e-aeaaf55c6efa,accessory/clothes
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,456269/model,75bc2603-6891-46a3-8508-a8983da6bccc,200 - on the floor
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,488035/model,051d99b3-bce3-42a3-be64-bad56435be1a,200 - on the floor
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,74900/model,e17e279c-66f0-4a60-ba0a-2107fc0d1b6b,door/single swing door
00b88e19-d106-4ab8-a322-31c494a0a6b9,MasterBedroom,74900/model,e17e279c-66f0-4a60-ba0a-2107fc0d1b6b,door/single swing door
00b88e19-d106-4ab8-a322-31c494a0a6b9,KidsRoom,279732/model,e4ff1ba2-f6ee-456d-b960-8cc9b74f2585,window/window
00b88e19-d106-4ab8-a322-31c494a0a6b9,Kitchen,279732/model,e4ff1ba2-f6ee-456d-b960-8cc9b74f2585,window/window
00b88e19-d106-4ab8-a322-31c494a0a6b9,Kitchen,71286/model,3df6b28c-d438-4a9b-b724-f6da26a8971a,door/double sliding door
00c0c75e-1c12-46b3-9fc8-0561b1b1b510,LivingDiningRoom,1991/model,38ed0de2-2613-4b79-8c0b-af36eb843d81,
00c0c75e-1c12-46b3-9fc8-0561b1b1b510,LivingDiningRoom,1995/model,7588e43a-8d30-42b2-952b-cb0df92cfebf,
00c0c75e-1c12-46b3-9fc8-0561b1b1b510,LivingDiningRoom,2004/model,2c8e8487-63f8-4b5a-a88e-b526db421f27,
00c0c75e-1c12-46b3-9fc8-0561b1b1b510,Kitchen,2004/model,2c8e8487-63f8-4b5a-a88e-b526db421f27,
00c0c75e-1c12-46b3-9fc8-0561b1b1b510,Kitchen,2170/model,c102307b-f649-437e-a518-137c3ed6cdef,
00c0c75e-1c12-46b3-9fc8-0561b1b1b510,MasterBedroom,2169/model,9fa5c6d1-b627-4a6d-8297-bd1aed508ef1,
00de1e24-ab10-4aef-bb72-130ca18d017c,Bathroom,12321/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
00de1e24-ab10-4aef-bb72-130ca18d017c,Bathroom,77064/model,dbd5417d-7120-4c29-a25d-bb69acba4042,door/single swing door
00de1e24-ab10-4aef-bb72-130ca18d017c,Kitchen,12321/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
00de1e24-ab10-4aef-bb72-130ca18d017c,Bedroom,27918/model,9b86defb-9896-40b2-80df-9a212ed30152,window/bay window
00de1e24-ab10-4aef-bb72-130ca18d017c,Aisle,32951/model,ad38888d-55bf-4084-b6c4-742ee2532551,accessory/bathroom accessory - wall-attached
00de1e24-ab10-4aef-bb72-130ca18d017c,Aisle,60984/model,a0799522-4e8a-4dab-9abc-fb0c3e1b79cc,lighting/single spotlight - ceiling-attached
00de1e24-ab10-4aef-bb72-130ca18d017c,Aisle,60984/model,a0799522-4e8a-4dab-9abc-fb0c3e1b79cc,lighting/single spotlight - ceiling-attached
00de1e24-ab10-4aef-bb72-130ca18d017c,Aisle,79670/model,46f8a7fd-ab3c-41cc-bdf3-3f2026bc9401,art/art - wall-attached
00de1e24-ab10-4aef-bb72-130ca18d017c,Aisle,79674/model,229acf90-b98e-48f9-bb9a-ddfe01cf6b6e,accessory/bathroom accessory - wall-attached
00de1e24-ab10-4aef-bb72-130ca18d017c,Aisle,79675/model,a21325eb-b669-435a-ab95-9d13e7eca0d5,accessory/bathroom accessory - wall-attached
00de1e24-ab10-4aef-bb72-130ca18d017c,Library,48138/model1,f06850cf-8315-428f-9ea2-61da7ba25695,door/single swing door
00de1e24-ab10-4aef-bb72-130ca18d017c,Library,36950/model,69e5744e-db11-45d8-b718-7257d616ecb4,window/window
00de1e24-ab10-4aef-bb72-130ca18d017c,Library,2021159401583302171808/model,c40259c1-d20f-41a6-bf59-95485adbe642,Others
00de1e24-ab10-4aef-bb72-130ca18d017c,LivingDiningRoom,48138/model1,f06850cf-8315-428f-9ea2-61da7ba25695,door/single swing door
00de1e24-ab10-4aef-bb72-130ca18d017c,LivingDiningRoom,51847/model1,37e60301-9abc-4362-8537-5e8ff9ac8c3c,door/entry/double swing door - asymmetrical
00de1e24-ab10-4aef-bb72-130ca18d017c,LivingDiningRoom,48138/model1,f06850cf-8315-428f-9ea2-61da7ba25695,door/single swing door
00de1e24-ab10-4aef-bb72-130ca18d017c,LivingDiningRoom,2021159401583302672096/model,e121736f-910a-4eb1-b658-554cad1b15b3,Others
00de1e24-ab10-4aef-bb72-130ca18d017c,CloakRoom,88612/model,f984980d-764d-40a5-a852-b92970e2b4c8,art/art - wall-attached
00ecd021-64bb-4bc4-b754-1796d2a12965,LivingDiningRoom,85124/model,6682ab77-48f0-4812-9ea7-5757cc138eb8,
00ecd021-64bb-4bc4-b754-1796d2a12965,LivingDiningRoom,85136/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
00ecd021-64bb-4bc4-b754-1796d2a12965,LivingDiningRoom,85136/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
00ecd021-64bb-4bc4-b754-1796d2a12965,LivingDiningRoom,85136/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
00ecd021-64bb-4bc4-b754-1796d2a12965,Balcony,85127/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,
00ecd021-64bb-4bc4-b754-1796d2a12965,Balcony,85135/model,3df22b63-826f-4543-8aa2-944ed69ac131,
00ecd021-64bb-4bc4-b754-1796d2a12965,Balcony,85136/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
00ecd021-64bb-4bc4-b754-1796d2a12965,Bedroom,85130/model,db84c83f-6de8-4a36-8d88-af157842becc,
00ecd021-64bb-4bc4-b754-1796d2a12965,Bedroom,85130/model,db84c83f-6de8-4a36-8d88-af157842becc,
00ecd021-64bb-4bc4-b754-1796d2a12965,Kitchen,85132/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,14514/model1,ba225dc9-9af8-45e3-8367-cf19dae6dc41,window/floor-based window
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,53200/model1,fc67abdb-867c-4fc1-91c9-306d626e9c6e,window/arched window
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,874/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,19610/model,ee7ab3d4-f944-4e2d-a7b9-5da1e06f94b5,window/floor-based window
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,18058/model,26a45d40-1836-4ac7-8c86-f6ecf72a563e,door/single swing door
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,18058/model,26a45d40-1836-4ac7-8c86-f6ecf72a563e,door/single swing door
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214533245216/model,885ea07f-5085-407b-8c0f-5f8bf398f815,Others
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214533457312/model,76b98744-c079-456e-9376-046b1399c40c,Others
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214533598688/model,44d34692-eb4d-4693-a280-388c76dd5a77,Others
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214533721504/model,99b598ea-9e74-4f7c-b736-5a51b840db93,Others
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214533941504/model,5b31a753-516f-4dc8-aa72-937fc6126c95,Floor Lamp
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214535155296/model,622824d9-83a1-4b15-a75b-0f4c708a7e3c,Others
00ecd5d3-d369-459f-8300-38fc159823dc,LivingDiningRoom,2021159376214535334720/model,2b0da669-2f49-4ff5-846c-750b6c815a8d,Others
00ecd5d3-d369-459f-8300-38fc159823dc,SecondBedroom,881/model,db84c83f-6de8-4a36-8d88-af157842becc,window/window
00ecd5d3-d369-459f-8300-38fc159823dc,SecondBedroom,19610/model,ee7ab3d4-f944-4e2d-a7b9-5da1e06f94b5,window/floor-based window
00ecd5d3-d369-459f-8300-38fc159823dc,SecondBedroom,21318/model,e4500162-b42e-43b3-b244-c4e57aa68a1d,plants/plants - on top of others
00ecd5d3-d369-459f-8300-38fc159823dc,MasterBedroom,19872/model,7851e721-680b-41ed-b70b-0b15878f68e4,window/floor-based window
00ecd5d3-d369-459f-8300-38fc159823dc,MasterBedroom,20562/model,b75a4bd8-2472-47ed-af55-68f571ae228a,plants/plants - on top of others
00ecd5d3-d369-459f-8300-38fc159823dc,MasterBedroom,18058/model,26a45d40-1836-4ac7-8c86-f6ecf72a563e,door/single swing door
00ecd5d3-d369-459f-8300-38fc159823dc,Aisle,18058/model,26a45d40-1836-4ac7-8c86-f6ecf72a563e,door/single swing door
00ecd5d3-d369-459f-8300-38fc159823dc,Aisle,18058/model,26a45d40-1836-4ac7-8c86-f6ecf72a563e,door/single swing door
00ecd5d3-d369-459f-8300-38fc159823dc,Aisle,18058/model,26a45d40-1836-4ac7-8c86-f6ecf72a563e,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,LivingRoom,4018/model,86f87e99-40c4-4942-a435-bf24537d56d6,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,LivingRoom,4030/model,c61ec66d-4f8a-44c0-aa39-f53df71c344b,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,LivingRoom,8278/model,12c542d9-6c86-49ef-a9ea-ff72ae9a2b6a,door/double sliding door
00fc9d81-7397-4578-a865-920c4d89b44b,LivingRoom,2021159371501608044992/model,ace07bfb-8cc1-4e67-8f3a-759f18a0a931,Others
00fc9d81-7397-4578-a865-920c4d89b44b,LivingRoom,2021159371501608511488/model,e50de696-3875-4014-9341-7e924dd516db,Lighting
00fc9d81-7397-4578-a865-920c4d89b44b,OtherRoom,4033/model,c47dfb61-bf72-4ff5-9b16-92359fbf42b8,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,KidsRoom,4036/model,b6745700-f584-4217-8a09-b34cfc5ca22d,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,KidsRoom,4058/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fc9d81-7397-4578-a865-920c4d89b44b,MasterBedroom,4036/model,b6745700-f584-4217-8a09-b34cfc5ca22d,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,MasterBedroom,4084/model,57b4c103-c3a8-40e2-b180-4d03213b0a24,window/window
00fc9d81-7397-4578-a865-920c4d89b44b,Bathroom,4048/model,b3c569ee-dd6f-40ce-addf-e2b0f67ad099,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,OtherRoom,4058/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fc9d81-7397-4578-a865-920c4d89b44b,OtherRoom,4058/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fc9d81-7397-4578-a865-920c4d89b44b,Balcony,4081/model,45ad43a4-af6a-4c5f-82d2-e5339d9c48ec,window/window
00fc9d81-7397-4578-a865-920c4d89b44b,Balcony,4058/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fc9d81-7397-4578-a865-920c4d89b44b,Balcony,8278/model,12c542d9-6c86-49ef-a9ea-ff72ae9a2b6a,door/double sliding door
00fc9d81-7397-4578-a865-920c4d89b44b,ElderlyRoom,4084/model,57b4c103-c3a8-40e2-b180-4d03213b0a24,window/window
00fc9d81-7397-4578-a865-920c4d89b44b,ElderlyRoom,4356/model,2265c5cd-8ef5-4e85-a0df-32f188a30eea,door/single swing door
00fc9d81-7397-4578-a865-920c4d89b44b,Bathroom,4262/model,799fbc31-9446-4e98-b53b-765852d038eb,window/window
00fc9d81-7397-4578-a865-920c4d89b44b,Balcony,4058/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fc9d81-7397-4578-a865-920c4d89b44b,OtherRoom,8278/model,12c542d9-6c86-49ef-a9ea-ff72ae9a2b6a,door/double sliding door
00fe8139-76e8-42b4-bb41-7f9f085ac351,Library,5960/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
00fe8139-76e8-42b4-bb41-7f9f085ac351,Library,7975/model,b66045c2-b3ad-4654-ab54-7e544bd9d80c,door/single swing door
00fe8139-76e8-42b4-bb41-7f9f085ac351,Library,8491/model,6d4046a6-e65c-4e8c-aaaa-8a59bb494aa3,plants/plants - floor-based
00fe8139-76e8-42b4-bb41-7f9f085ac351,SecondBedroom,5960/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
00fe8139-76e8-42b4-bb41-7f9f085ac351,Balcony,6097/model,ce2c11b3-2e7e-402e-873c-571555707a02,door/door window
00fe8139-76e8-42b4-bb41-7f9f085ac351,Balcony,6100/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fe8139-76e8-42b4-bb41-7f9f085ac351,MasterBedroom,5960/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
00fe8139-76e8-42b4-bb41-7f9f085ac351,MasterBedroom,7975/model,b66045c2-b3ad-4654-ab54-7e544bd9d80c,door/single swing door
00fe8139-76e8-42b4-bb41-7f9f085ac351,MasterBedroom,7975/model,b66045c2-b3ad-4654-ab54-7e544bd9d80c,door/single swing door
00fe8139-76e8-42b4-bb41-7f9f085ac351,Balcony,6100/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
00fe8139-76e8-42b4-bb41-7f9f085ac351,Balcony,6107/model,ff958559-245a-41c0-a33f-3d09872c023d,window/floor-based window
00fe8139-76e8-42b4-bb41-7f9f085ac351,LivingRoom,7921/model,48ae6c4c-4443-49f3-825d-d6a1433526ef,door/double swing door - asymmetrical
00fe8139-76e8-42b4-bb41-7f9f085ac351,Kitchen,7962/model,8d4899dd-44af-4ba6-b2cf-fb50493857c6,door/single swing door
00fe8139-76e8-42b4-bb41-7f9f085ac351,Aisle,7975/model,b66045c2-b3ad-4654-ab54-7e544bd9d80c,door/single swing door
00fe8139-76e8-42b4-bb41-7f9f085ac351,Aisle,7975/model,b66045c2-b3ad-4654-ab54-7e544bd9d80c,door/single swing door
00fe8139-76e8-42b4-bb41-7f9f085ac351,SecondBathroom,8006/model,6fa7ba15-9b58-4b49-b780-0a11eb488661,window/window
0106f9d2-5779-457b-9b8b-72942373d42e,MasterBedroom,3719/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
0106f9d2-5779-457b-9b8b-72942373d42e,MasterBedroom,6236/model,55759a9b-7685-4362-a4f2-61dad272a511,door/single swing door
0106f9d2-5779-457b-9b8b-72942373d42e,LivingDiningRoom,3719/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
0106f9d2-5779-457b-9b8b-72942373d42e,LivingDiningRoom,6218/model,5e7e78dc-d24c-439f-ac53-2cd6c6e64d8f,door/single swing door
0106f9d2-5779-457b-9b8b-72942373d42e,LivingDiningRoom,6236/model,55759a9b-7685-4362-a4f2-61dad272a511,door/single swing door
0106f9d2-5779-457b-9b8b-72942373d42e,Library,3723/model,db84c83f-6de8-4a36-8d88-af157842becc,window/window
0106f9d2-5779-457b-9b8b-72942373d42e,Library,6236/model,55759a9b-7685-4362-a4f2-61dad272a511,door/single swing door
0106f9d2-5779-457b-9b8b-72942373d42e,Kitchen,6223/model,25fa2bdb-7243-49d5-a5b8-a83ec55e1656,door/single swing door
0106f9d2-5779-457b-9b8b-72942373d42e,Kitchen,6429/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
0106f9d2-5779-457b-9b8b-72942373d42e,LivingDiningRoom,7585/model,c60bfb2d-058b-43c6-85a4-b6d15e29e42b,window/window
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2522/model,12b95733-764e-45bb-9278-86e740db1f32,door/double sliding door
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2792/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2908/model,dcdff0a1-ec43-4ff3-8072-60d7ae303676,door/entry/single swing door
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,3242/model,db84c83f-6de8-4a36-8d88-af157842becc,window/window
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,23936/model,ea8c677c-5f6b-47fb-a952-475690ff43d1,door/single swing door
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,23990/model,3f614038-ea7b-465f-acf6-38fbd587cf80,door/single swing door
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,23990/model,3f614038-ea7b-465f-acf6-38fbd587cf80,door/single swing door
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2021159370045047428896/model,515d0e5e-3c19-493c-8c12-15dd5720eece,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2021159370045047428896/model,515d0e5e-3c19-493c-8c12-15dd5720eece,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2021159370045048444192/model,1919418e-3329-4c71-85e4-b00c54aa2c7e,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2021159370045048611776/model,6270ce27-e119-4176-80a2-cee0dc122e09,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2021159370045048731808/model,db806a80-302d-4a00-8c3f-5f41e7c73038,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,LivingRoom,2021159370045048914592/model,447f4c9a-604f-4f06-9770-1dc64b873068,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,MasterBedroom,2021159370045049600320/model,ce66215d-d669-4057-83f8-d5697d5415e2,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,SecondBedroom,23990/model,3f614038-ea7b-465f-acf6-38fbd587cf80,door/single swing door
011b264d-e2ef-426a-a4d5-d99de5bc68e2,SecondBedroom,2021159370045050825408/model,739e24c0-8d85-4e8f-b33a-43de9270dd83,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,SecondBedroom,2021159370045049600320/model,ce66215d-d669-4057-83f8-d5697d5415e2,Others
011b264d-e2ef-426a-a4d5-d99de5bc68e2,CloakRoom,23936/model,ea8c677c-5f6b-47fb-a952-475690ff43d1,door/single swing door
011da194-aa84-4a98-bf9a-afd18357819a,SecondBedroom,1205/model,db84c83f-6de8-4a36-8d88-af157842becc,
011da194-aa84-4a98-bf9a-afd18357819a,LivingDiningRoom,1212/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
011da194-aa84-4a98-bf9a-afd18357819a,LivingDiningRoom,1212/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
011da194-aa84-4a98-bf9a-afd18357819a,LivingDiningRoom,1479/model,8ec17e3d-7ece-47c5-a3fc-0760409be0d4,Bar
011da194-aa84-4a98-bf9a-afd18357819a,LivingDiningRoom,1927/model,7aaf7b42-dc15-4114-9d7e-8bb7ee9b1ad5,
011da194-aa84-4a98-bf9a-afd18357819a,LivingDiningRoom,2548/model,e654af50-acbb-425b-8603-5707e5761189,
011da194-aa84-4a98-bf9a-afd18357819a,Bathroom,1221/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
011da194-aa84-4a98-bf9a-afd18357819a,MasterBedroom,1205/model,db84c83f-6de8-4a36-8d88-af157842becc,
011da194-aa84-4a98-bf9a-afd18357819a,Balcony,1227/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,
011da194-aa84-4a98-bf9a-afd18357819a,Balcony,1230/model,ff958559-245a-41c0-a33f-3d09872c023d,
011da194-aa84-4a98-bf9a-afd18357819a,Kitchen,1906/model,45ad43a4-af6a-4c5f-82d2-e5339d9c48ec,
013d6a38-6fa2-4e16-9903-53921f86114a,LivingRoom,7902/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
013d6a38-6fa2-4e16-9903-53921f86114a,LivingRoom,8736/model,6682ab77-48f0-4812-9ea7-5757cc138eb8,
013d6a38-6fa2-4e16-9903-53921f86114a,LivingRoom,2021159101791927507296/model,de351704-dde2-43ee-839a-48d22d6aef6e,Others
013d6a38-6fa2-4e16-9903-53921f86114a,LivingRoom,2021159101791927774688/model,d2ad56bd-bd6b-4329-a62f-1ee78106556d,Floor Lamp
013d6a38-6fa2-4e16-9903-53921f86114a,DiningRoom,7905/model,3df22b63-826f-4543-8aa2-944ed69ac131,
013d6a38-6fa2-4e16-9903-53921f86114a,Bedroom,7906/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,
013d6a38-6fa2-4e16-9903-53921f86114a,Bathroom,7907/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
013d6a38-6fa2-4e16-9903-53921f86114a,Bathroom,7902/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,
013d6a38-6fa2-4e16-9903-53921f86114a,Kitchen,7907/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
013d6a38-6fa2-4e16-9903-53921f86114a,Balcony,10093/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,
013d6a38-6fa2-4e16-9903-53921f86114a,Balcony,10096/model,ff958559-245a-41c0-a33f-3d09872c023d,
01492580-b04d-4865-932d-c6fc225ba3b8,Bathroom,28180/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
01492580-b04d-4865-932d-c6fc225ba3b8,Kitchen,28180/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,window/window
01492580-b04d-4865-932d-c6fc225ba3b8,Bathroom,28186/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
01492580-b04d-4865-932d-c6fc225ba3b8,Bathroom,28165/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,door/single swing door
01492580-b04d-4865-932d-c6fc225ba3b8,Bedroom,28186/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
01492580-b04d-4865-932d-c6fc225ba3b8,Bedroom,28165/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,door/single swing door
01492580-b04d-4865-932d-c6fc225ba3b8,Bedroom,28186/model,a05567bc-4260-44b6-a4a7-3a3c9e11ed11,window/bay window
01492580-b04d-4865-932d-c6fc225ba3b8,Balcony,28189/model,a3017175-01da-4bbb-a3f4-aa896e3fa604,window/floor-based window
01492580-b04d-4865-932d-c6fc225ba3b8,Balcony,43861/model,7857650c-09dd-409a-bcec-7c25c2fffdde,door/double sliding door
01492580-b04d-4865-932d-c6fc225ba3b8,LivingDiningRoom,28161/model,3df22b63-826f-4543-8aa2-944ed69ac131,door/double sliding door
01492580-b04d-4865-932d-c6fc225ba3b8,Hallway,28158/model,6682ab77-48f0-4812-9ea7-5757cc138eb8,door/entry/single swing door
01492580-b04d-4865-932d-c6fc225ba3b8,Aisle,28165/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,door/single swing door
01492580-b04d-4865-932d-c6fc225ba3b8,Aisle,28165/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,door/single swing door
01492580-b04d-4865-932d-c6fc225ba3b8,Library,28165/model,6277d2d4-b8b2-4af8-b7d9-623187816cc8,door/single swing door
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,34210/model,b14e845a-ff1b-4972-8e0c-107227b86c7a,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Balcony,32101/model,ff958559-245a-41c0-a33f-3d09872c023d,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,LivingDiningRoom,32122/model,db84c83f-6de8-4a36-8d88-af157842becc,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,LivingDiningRoom,32122/model,db84c83f-6de8-4a36-8d88-af157842becc,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,LivingDiningRoom,34210/model,b14e845a-ff1b-4972-8e0c-107227b86c7a,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,LivingDiningRoom,34210/model,b14e845a-ff1b-4972-8e0c-107227b86c7a,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,LivingDiningRoom,36018/model,50e050e8-ba69-4eef-b76f-120369aca884,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Kitchen,32142/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Kitchen,32142/model,161c86f3-1eaa-40e3-b412-900bc71d85ee,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Hallway,32148/model,9fcee16c-58a7-4a47-a48f-6f6a8b565092,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Bedroom,34210/model,b14e845a-ff1b-4972-8e0c-107227b86c7a,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Corridor,34222/model,dce7316f-f08d-4ded-86fe-66d8f9a9af2e,
0156308f-fe4e-4916-90c3-9f498c0d9e9c,Corridor,34222/model,dce7316f-f08d-4ded-86fe-66d8f9a9af2e,
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,15480/model1,01360f1e-6eb7-4e9d-a5b7-70ff0c359f92,door/entry/double swing door - asymmetrical
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,13378/model,1680ea5e-02d3-467a-afec-2613b14c446e,build element/wall niche
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,13378/model,1680ea5e-02d3-467a-afec-2613b14c446e,build element/wall niche
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,41509/model,feeb8797-0f97-4fc1-b555-f206a8cdcf01,plants/plants - on top of others
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,43865/model,be1c64a7-b9af-4f8f-98cf-b7c7f5c95c2c,Floor Lamp
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,43932/model,5b846a5c-a500-4d93-bc5c-db8b98d91bd9,plants/plants - on top of others
015c0c73-e5fd-447d-9919-acf4786db46a,LivingDiningRoom,6946/model1,2aa8725c-f56b-4c5c-ae02-7bf29e76d299,door/double sliding door
015c0c73-e5fd-447d-9919-acf4786db46a,MasterBedroom,24876/model1,da6d6649-8c98-4aa7-af4c-617fcfeb5707,window/window
015c0c73-e5fd-447d-9919-acf4786db46a,MasterBedroom,7041/model1,100b68c5-96f2-42d5-9b2d-ed3360554699,door/single swing door
015c0c73-e5fd-447d-9919-acf4786db46a,SecondBedroom,24876/model1,da6d6649-8c98-4aa7-af4c-617fcfeb5707,window/window
