raw_category,intermediate_category,generic_category,semantic_index,RGB color,room type applicability,include_arch behavior,source file,source line
,,void,0,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,floor,1,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,kids_bed,2,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,single_bed,3,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,double_bed,4,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,tatami,5,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,corner_side_table,6,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,coffee_table,7,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,tv_stand,8,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,desk,9,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,dressing_table,10,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,dining_table,11,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,stool,12,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,dining_chair,13,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,chair,14,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,sofa,15,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,nightstand,16,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,sideboard_chest,17,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,display_storage_cabinet,18,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,wardrobe,19,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,pendant_lamp,20,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,ceiling_lamp,21,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,door,22,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,window,23,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,bathtub,24,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,toilet,25,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,wash_basin,26,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,refrigerator,27,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,washing_machine,28,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,air_conditioner,29,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,display_screen,30,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,kitchen_cabinet,31,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,bathroom_cabinet,32,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,kitchen_island,33,,unknown,unknown,preprocess/metadata/chinese_idx_to_label.json,
,,bedroom,0,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,dining_room,1,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,living_room,2,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,living_dining_room,3,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,kitchen,4,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,bathroom,5,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,study,6,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,balcony,7,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,entrance,8,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,storage_room,9,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,entertainment_room,10,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,gym,11,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,piano_room,12,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,tea_room,13,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,garage,14,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,corridor,15,,unknown,unknown,preprocess/metadata/chinese_room_types_idx.json,
,,,void,"255,255,255",unknown,unknown,preprocess/metadata/color_palette.json,
,,,floor,"211,211,211",unknown,unknown,preprocess/metadata/color_palette.json,
,,,kids_bed,"152,223,138",unknown,unknown,preprocess/metadata/color_palette.json,
,,,single_bed,"105,183,100",unknown,unknown,preprocess/metadata/color_palette.json,
,,,double_bed,"44,160,44",unknown,unknown,preprocess/metadata/color_palette.json,
,,,corner_side_table,"197,176,213",unknown,unknown,preprocess/metadata/color_palette.json,
,,,round_end_table,"187,166,212",unknown,unknown,preprocess/metadata/color_palette.json,
,,,coffee_table,"178,157,212",unknown,unknown,preprocess/metadata/color_palette.json,
,,,console_table,"169,148,211",unknown,unknown,preprocess/metadata/color_palette.json,
,,,tv_stand,"160,139,211",unknown,unknown,preprocess/metadata/color_palette.json,
,,,desk,"150,129,211",unknown,unknown,preprocess/metadata/color_palette.json,
,,,dressing_table,"141,120,210",unknown,unknown,preprocess/metadata/color_palette.json,
,,,table,"132,111,210",unknown,unknown,preprocess/metadata/color_palette.json,
,,,dining_table,"123,102,210",unknown,unknown,preprocess/metadata/color_palette.json,
,,,stool,"23,190,207",unknown,unknown,preprocess/metadata/color_palette.json,
,,,dressing_chair,"162,200,236",unknown,unknown,preprocess/metadata/color_palette.json,
,,,dining_chair,"151,193,231",unknown,unknown,preprocess/metadata/color_palette.json,
,,,chinese_chair,"140,186,226",unknown,unknown,preprocess/metadata/color_palette.json,
,,,armchair,"74,146,198",unknown,unknown,preprocess/metadata/color_palette.json,
,,,chair,"52,132,189",unknown,unknown,preprocess/metadata/color_palette.json,
,,,lounge_chair,"31,119,180",unknown,unknown,preprocess/metadata/color_palette.json,
,,,loveseat_sofa,"243,171,207",unknown,unknown,preprocess/metadata/color_palette.json,
,,,lazy_sofa,"241,166,205",unknown,unknown,preprocess/metadata/color_palette.json,
,,,sofa,"240,161,204",unknown,unknown,preprocess/metadata/color_palette.json,
,,,multi_seat_sofa,"241,166,205",unknown,unknown,preprocess/metadata/color_palette.json,
,,,chaise_longue_sofa,"233,140,199",unknown,unknown,preprocess/metadata/color_palette.json,
,,,l_shaped_sofa,"227,119,194",unknown,unknown,preprocess/metadata/color_palette.json,
,,,nightstand,"255,217,74",unknown,unknown,preprocess/metadata/color_palette.json,
,,,shelf,"215,216,130",unknown,unknown,preprocess/metadata/color_palette.json,
,,,bookshelf,"212,213,119",unknown,unknown,preprocess/metadata/color_palette.json,
,,,children_cabinet,"206,207,98",unknown,unknown,preprocess/metadata/color_palette.json,
,,,wine_cabinet,"200,201,76",unknown,unknown,preprocess/metadata/color_palette.json,
,,,cabinet,"194,195,55",unknown,unknown,preprocess/metadata/color_palette.json,
,,,wardrobe,"188,189,34",unknown,unknown,preprocess/metadata/color_palette.json,
,,,pendant_lamp,"255,187,120",unknown,unknown,preprocess/metadata/color_palette.json,
,,,ceiling_lamp,"255,127,14",unknown,unknown,preprocess/metadata/color_palette.json,
,,,door,"153,0,0",unknown,unknown,preprocess/metadata/color_palette.json,
,,,window,"255,153,153",unknown,unknown,preprocess/metadata/color_palette.json,
,,void,0,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,armchair,1,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,bookshelf,2,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,cabinet,3,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,ceiling_lamp,4,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,chaise_longue_sofa,5,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,chinese_chair,6,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,coffee_table,7,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,console_table,8,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,corner_side_table,9,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,desk,10,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,dining_chair,11,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,dining_table,12,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,door,13,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,floor,14,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,l_shaped_sofa,15,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,lazy_sofa,16,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,lounge_chair,17,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,loveseat_sofa,18,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,multi_seat_sofa,19,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,pendant_lamp,20,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,round_end_table,21,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,shelf,22,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,stool,23,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,tv_stand,24,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,wardrobe,25,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,window,26,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,wine_cabinet,27,,living/dining,unknown,preprocess/metadata/diningroom_idx_to_generic_label.json,
,,train,LivingDiningRoom-24969,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,1
,,train,LivingDiningRoom-28056,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,2
,,train,LivingDiningRoom-1651,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,3
,,train,LivingDiningRoom-84752,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,4
,,train,LivingDiningRoom-4131,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,5
,,train,LivingDiningRoom-4125,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,6
,,train,LivingDiningRoom-177292,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,7
,,train,LivingDiningRoom-17615,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,8
,,train,LivingDiningRoom-127734,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,9
,,train,LivingDiningRoom-27164,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,10
,,train,LivingDiningRoom-176026,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,11
,,train,LivingDiningRoom-18022,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,12
,,train,LivingDiningRoom-4471,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,13
,,train,LivingDiningRoom-614,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,14
,,train,LivingDiningRoom-535,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,15
,,train,DiningRoom-14238,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,16
,,train,DiningRoom-3024,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,17
,,train,LivingDiningRoom-8297,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,18
,,train,LivingDiningRoom-10134,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,19
,,train,LivingDiningRoom-67883,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,20
,,train,LivingDiningRoom-42072,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,21
,,train,LivingDiningRoom-398,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,22
,,train,LivingDiningRoom-2739,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,23
,,train,LivingDiningRoom-7862,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,24
,,train,DiningRoom-76956,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,25
,,train,LivingDiningRoom-8095,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,26
,,train,DiningRoom-2519,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,27
,,train,LivingDiningRoom-4293,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,28
,,train,DiningRoom-4603,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,29
,,train,LivingDiningRoom-69519,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,30
,,train,LivingDiningRoom-162404,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,31
,,train,LivingDiningRoom-65030,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,32
,,train,LivingDiningRoom-648,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,33
,,train,LivingDiningRoom-37172,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,34
,,train,LivingDiningRoom-1900,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,35
,,train,LivingDiningRoom-8104,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,36
,,train,LivingDiningRoom-25545,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,37
,,train,LivingDiningRoom-78702,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,38
,,train,LivingDiningRoom-6886,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,39
,,train,DiningRoom-40664,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,40
,,train,LivingDiningRoom-31418,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,41
,,train,LivingDiningRoom-35830,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,42
,,train,LivingDiningRoom-10092,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,43
,,train,DiningRoom-5636,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,44
,,train,LivingDiningRoom-31345,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,45
,,train,LivingDiningRoom-34204,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,46
,,train,LivingDiningRoom-186,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,47
,,train,LivingDiningRoom-17688,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,48
,,train,LivingDiningRoom-13566,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,49
,,train,LivingDiningRoom-9219,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,50
,,train,LivingDiningRoom-15481,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,51
,,train,DiningRoom-28390,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,52
,,train,LivingDiningRoom-31936,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,53
,,train,LivingDiningRoom-13703,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,54
,,train,LivingDiningRoom-32976,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,55
,,train,LivingDiningRoom-6971,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,56
,,train,LivingDiningRoom-87566,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,57
,,train,LivingDiningRoom-5181,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,58
,,train,LivingDiningRoom-18488,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,59
,,train,LivingDiningRoom-3150,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,60
,,train,LivingDiningRoom-23314,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,61
,,train,LivingDiningRoom-6385,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,62
,,train,DiningRoom-10103,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,63
,,train,DiningRoom-3460,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,64
,,train,LivingDiningRoom-25117,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,65
,,train,LivingDiningRoom-5856,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,66
,,train,LivingDiningRoom-825,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,67
,,train,LivingDiningRoom-20510,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,68
,,train,LivingDiningRoom-46996,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,69
,,train,LivingDiningRoom-57979,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,70
,,train,LivingDiningRoom-455,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,71
,,train,LivingDiningRoom-2964,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,72
,,train,LivingDiningRoom-56789,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,73
,,train,LivingDiningRoom-880,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,74
,,train,DiningRoom-22753,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,75
,,train,DiningRoom-33907,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,76
,,train,DiningRoom-8473,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,77
,,train,LivingDiningRoom-5010,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,78
,,train,DiningRoom-10257,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,79
,,train,LivingDiningRoom-62183,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,80
,,train,DiningRoom-699,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,81
,,train,LivingDiningRoom-12211,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,82
,,train,DiningRoom-22948,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,83
,,train,LivingDiningRoom-3484,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,84
,,train,LivingDiningRoom-4827,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,85
,,train,DiningRoom-10331,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,86
,,train,DiningRoom-42781,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,87
,,train,LivingDiningRoom-50487,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,88
,,train,LivingDiningRoom-77284,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,89
,,train,LivingDiningRoom-6155,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,90
,,train,LivingDiningRoom-77193,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,91
,,train,LivingDiningRoom-892,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,92
,,train,LivingDiningRoom-16289,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,93
,,train,LivingDiningRoom-13439,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,94
,,train,LivingDiningRoom-58197,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,95
,,train,DiningRoom-11789,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,96
,,train,LivingDiningRoom-13138,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,97
,,train,LivingDiningRoom-3542,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,98
,,train,LivingDiningRoom-57219,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,99
,,train,LivingDiningRoom-124615,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,100
,,train,DiningRoom-43780,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,101
,,train,LivingDiningRoom-56658,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,102
,,train,LivingDiningRoom-5908,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,103
,,train,LivingDiningRoom-7013,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,104
,,train,LivingDiningRoom-33940,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,105
,,train,DiningRoom-242139,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,106
,,train,LivingDiningRoom-232,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,107
,,train,LivingDiningRoom-14873,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,108
,,train,LivingDiningRoom-8367,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,109
,,train,LivingDiningRoom-170249,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,110
,,train,LivingDiningRoom-22029,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,111
,,train,LivingDiningRoom-504,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,112
,,train,LivingDiningRoom-30828,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,113
,,train,LivingDiningRoom-102710,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,114
,,train,LivingDiningRoom-12578,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,115
,,train,LivingDiningRoom-1122,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,116
,,train,LivingDiningRoom-11771,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,117
,,train,LivingDiningRoom-41577,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,118
,,train,LivingDiningRoom-72618,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,119
,,train,LivingDiningRoom-107,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,120
,,train,DiningRoom-20122,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,121
,,train,LivingDiningRoom-1028,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,122
,,train,LivingDiningRoom-23133,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,123
,,train,LivingDiningRoom-36001,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,124
,,train,LivingDiningRoom-7708,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,125
,,train,DiningRoom-50957,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,126
,,train,LivingDiningRoom-771,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,127
,,train,LivingDiningRoom-19493,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,128
,,train,LivingDiningRoom-4768,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,129
,,train,LivingDiningRoom-37840,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,130
,,train,LivingDiningRoom-19131,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,131
,,train,LivingDiningRoom-20425,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,132
,,train,LivingDiningRoom-8738,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,133
,,train,LivingDiningRoom-6150,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,134
,,train,LivingDiningRoom-276836,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,135
,,train,LivingDiningRoom-173466,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,136
,,train,LivingDiningRoom-41799,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,137
,,train,DiningRoom-22202,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,138
,,train,DiningRoom-11944,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,139
,,train,LivingDiningRoom-3181,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,140
,,train,LivingDiningRoom-76810,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,141
,,train,DiningRoom-8790,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,142
,,train,DiningRoom-22259,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,143
,,train,DiningRoom-89532,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,144
,,train,DiningRoom-19847,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,145
,,train,LivingDiningRoom-7831,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,146
,,train,LivingDiningRoom-40391,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,147
,,train,LivingDiningRoom-33445,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,148
,,train,LivingDiningRoom-94483,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,149
,,train,DiningRoom-75295,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,150
,,train,LivingDiningRoom-10179,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,151
,,train,LivingDiningRoom-26599,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,152
,,train,LivingDiningRoom-10016,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,153
,,train,LivingDiningRoom-2046,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,154
,,train,LivingDiningRoom-22,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,155
,,train,LivingDiningRoom-1499,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,156
,,train,LivingDiningRoom-4894,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,157
,,train,LivingDiningRoom-51552,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,158
,,train,LivingDiningRoom-26200,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,159
,,train,LivingDiningRoom-58459,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,160
,,train,LivingDiningRoom-184411,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,161
,,train,LivingDiningRoom-44142,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,162
,,train,LivingDiningRoom-3328,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,163
,,train,DiningRoom-75587,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,164
,,train,LivingDiningRoom-12602,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,165
,,train,LivingDiningRoom-15114,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,166
,,train,LivingDiningRoom-60592,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,167
,,train,LivingDiningRoom-23786,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,168
,,train,LivingDiningRoom-13044,,living/dining,unknown,preprocess/metadata/diningroom_threed_front_splits.csv,169
