boundary_is_bbox_fallback,boundary_source,room_type,sample_id,source_scene_json
False,room_floor_mesh,bedroom,058205e1-6ec4-4342-a609-1ecce3551c3b_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/058205e1-6ec4-4342-a609-1ecce3551c3b.json
False,room_floor_mesh,bedroom,4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5.json
False,room_floor_mesh,kidsroom,4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/4b5269e4-7e4a-45a3-88fc-3a13f1cae1c5.json
False,room_floor_mesh,bedroom,254a69b2-abef-4975-9c96-05649f1efd28_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/254a69b2-abef-4975-9c96-05649f1efd28.json
False,room_floor_mesh,livingroom,254a69b2-abef-4975-9c96-05649f1efd28_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/254a69b2-abef-4975-9c96-05649f1efd28.json
False,room_floor_mesh,study,254a69b2-abef-4975-9c96-05649f1efd28_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/254a69b2-abef-4975-9c96-05649f1efd28.json
False,room_floor_mesh,bedroom,9c4e6b9f-1d60-4ee5-b4d6-135b2a8745a3_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9c4e6b9f-1d60-4ee5-b4d6-135b2a8745a3.json
False,room_floor_mesh,livingroom,9c4e6b9f-1d60-4ee5-b4d6-135b2a8745a3_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9c4e6b9f-1d60-4ee5-b4d6-135b2a8745a3.json
False,room_floor_mesh,bedroom,9c4e6b9f-1d60-4ee5-b4d6-135b2a8745a3_room_09,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9c4e6b9f-1d60-4ee5-b4d6-135b2a8745a3.json
False,room_floor_mesh,livingroom,1e7966ed-1b5b-426b-aaef-395475df7dcd_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1e7966ed-1b5b-426b-aaef-395475df7dcd.json
False,room_floor_mesh,bedroom,1e7966ed-1b5b-426b-aaef-395475df7dcd_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1e7966ed-1b5b-426b-aaef-395475df7dcd.json
False,room_floor_mesh,bedroom,1e7966ed-1b5b-426b-aaef-395475df7dcd_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1e7966ed-1b5b-426b-aaef-395475df7dcd.json
False,room_floor_mesh,lounge,1e7966ed-1b5b-426b-aaef-395475df7dcd_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1e7966ed-1b5b-426b-aaef-395475df7dcd.json
False,room_floor_mesh,livingroom,fe6dd857-df5a-4dbd-8121-e22d1c321455_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/fe6dd857-df5a-4dbd-8121-e22d1c321455.json
False,room_floor_mesh,bedroom,fe6dd857-df5a-4dbd-8121-e22d1c321455_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/fe6dd857-df5a-4dbd-8121-e22d1c321455.json
False,room_floor_mesh,otherroom,9a6efb10-bdba-46e5-85e8-75993fd1235a_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a6efb10-bdba-46e5-85e8-75993fd1235a.json
False,room_floor_mesh,otherroom,9a6efb10-bdba-46e5-85e8-75993fd1235a_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a6efb10-bdba-46e5-85e8-75993fd1235a.json
False,room_floor_mesh,otherroom,9a6efb10-bdba-46e5-85e8-75993fd1235a_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9a6efb10-bdba-46e5-85e8-75993fd1235a.json
False,room_floor_mesh,bedroom,225aa50d-aac7-4eb5-8a24-800a80d27d50_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/225aa50d-aac7-4eb5-8a24-800a80d27d50.json
False,room_floor_mesh,bedroom,225aa50d-aac7-4eb5-8a24-800a80d27d50_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/225aa50d-aac7-4eb5-8a24-800a80d27d50.json
False,room_floor_mesh,livingroom,5bc6a160-c372-42a7-aada-dca5bb6d9593_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5bc6a160-c372-42a7-aada-dca5bb6d9593.json
False,room_floor_mesh,study,5bc6a160-c372-42a7-aada-dca5bb6d9593_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5bc6a160-c372-42a7-aada-dca5bb6d9593.json
False,room_floor_mesh,livingroom,23444087-afa2-4072-977e-ae4d446a727c_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/23444087-afa2-4072-977e-ae4d446a727c.json
False,room_floor_mesh,bedroom,23444087-afa2-4072-977e-ae4d446a727c_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/23444087-afa2-4072-977e-ae4d446a727c.json
False,room_floor_mesh,bedroom,23444087-afa2-4072-977e-ae4d446a727c_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/23444087-afa2-4072-977e-ae4d446a727c.json
False,room_floor_mesh,bedroom,a90118af-0020-44f0-8699-be48e0bdcbb6_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a90118af-0020-44f0-8699-be48e0bdcbb6.json
False,room_floor_mesh,livingroom,a90118af-0020-44f0-8699-be48e0bdcbb6_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a90118af-0020-44f0-8699-be48e0bdcbb6.json
False,room_floor_mesh,bedroom,a90118af-0020-44f0-8699-be48e0bdcbb6_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a90118af-0020-44f0-8699-be48e0bdcbb6.json
False,room_floor_mesh,bedroom,0e45250b-ab40-4b92-ae14-227c18241098_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/0e45250b-ab40-4b92-ae14-227c18241098.json
False,room_floor_mesh,livingroom,775b08d5-194f-4a6a-8eeb-7058c48641d4_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/775b08d5-194f-4a6a-8eeb-7058c48641d4.json
False,room_floor_mesh,bedroom,775b08d5-194f-4a6a-8eeb-7058c48641d4_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/775b08d5-194f-4a6a-8eeb-7058c48641d4.json
False,room_floor_mesh,livingroom,84792e19-2521-40c2-864b-c755010f6c00_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/84792e19-2521-40c2-864b-c755010f6c00.json
False,room_floor_mesh,bedroom,84792e19-2521-40c2-864b-c755010f6c00_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/84792e19-2521-40c2-864b-c755010f6c00.json
False,room_floor_mesh,study,84792e19-2521-40c2-864b-c755010f6c00_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/84792e19-2521-40c2-864b-c755010f6c00.json
False,room_floor_mesh,bedroom,89e34f34-33fa-4090-8388-f912a75e9400_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/89e34f34-33fa-4090-8388-f912a75e9400.json
False,room_floor_mesh,livingroom,89e34f34-33fa-4090-8388-f912a75e9400_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/89e34f34-33fa-4090-8388-f912a75e9400.json
False,room_floor_mesh,bedroom,89e34f34-33fa-4090-8388-f912a75e9400_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/89e34f34-33fa-4090-8388-f912a75e9400.json
False,room_floor_mesh,bedroom,89e34f34-33fa-4090-8388-f912a75e9400_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/89e34f34-33fa-4090-8388-f912a75e9400.json
False,room_floor_mesh,livingroom,1c79cb23-f69d-4766-b829-2747eb6152c5_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/1c79cb23-f69d-4766-b829-2747eb6152c5.json
False,room_floor_mesh,livingroom,f2e9f7ec-737a-472e-9e4a-9895805dea77_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f2e9f7ec-737a-472e-9e4a-9895805dea77.json
False,room_floor_mesh,diningroom,f2e9f7ec-737a-472e-9e4a-9895805dea77_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f2e9f7ec-737a-472e-9e4a-9895805dea77.json
False,room_floor_mesh,bedroom,f2e9f7ec-737a-472e-9e4a-9895805dea77_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f2e9f7ec-737a-472e-9e4a-9895805dea77.json
False,room_floor_mesh,cloakroom,f2e9f7ec-737a-472e-9e4a-9895805dea77_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f2e9f7ec-737a-472e-9e4a-9895805dea77.json
False,room_floor_mesh,livingroom,d1407647-91dc-40de-b84c-1b74c6b5567c_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/d1407647-91dc-40de-b84c-1b74c6b5567c.json
False,room_floor_mesh,bedroom,d1407647-91dc-40de-b84c-1b74c6b5567c_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/d1407647-91dc-40de-b84c-1b74c6b5567c.json
False,room_floor_mesh,bedroom,473f4a9e-505e-4864-9ffd-59a793b26d5a_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/473f4a9e-505e-4864-9ffd-59a793b26d5a.json
False,room_floor_mesh,livingroom,473f4a9e-505e-4864-9ffd-59a793b26d5a_room_09,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/473f4a9e-505e-4864-9ffd-59a793b26d5a.json
False,room_floor_mesh,bedroom,f12586b0-d5a3-445c-9dca-8a40121851d5_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f12586b0-d5a3-445c-9dca-8a40121851d5.json
False,room_floor_mesh,bedroom,f12586b0-d5a3-445c-9dca-8a40121851d5_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f12586b0-d5a3-445c-9dca-8a40121851d5.json
False,room_floor_mesh,livingroom,19cccb78-90a9-4bcb-8fe0-76e92a94a35b_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/19cccb78-90a9-4bcb-8fe0-76e92a94a35b.json
False,room_floor_mesh,bedroom,19cccb78-90a9-4bcb-8fe0-76e92a94a35b_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/19cccb78-90a9-4bcb-8fe0-76e92a94a35b.json
False,room_floor_mesh,livingroom,e00a2e97-8543-43a1-90b2-024c49de8157_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/e00a2e97-8543-43a1-90b2-024c49de8157.json
False,room_floor_mesh,livingroom,e3b3b6bd-7530-44d1-bf4b-29f7726627bd_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/e3b3b6bd-7530-44d1-bf4b-29f7726627bd.json
False,room_floor_mesh,bedroom,01e1d6b2-e3b3-4eb4-9969-b23088fab6a0_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/01e1d6b2-e3b3-4eb4-9969-b23088fab6a0.json
False,room_floor_mesh,bedroom,01e1d6b2-e3b3-4eb4-9969-b23088fab6a0_room_01,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/01e1d6b2-e3b3-4eb4-9969-b23088fab6a0.json
False,room_floor_mesh,livingroom,01e1d6b2-e3b3-4eb4-9969-b23088fab6a0_room_04,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/01e1d6b2-e3b3-4eb4-9969-b23088fab6a0.json
False,room_floor_mesh,study,01e1d6b2-e3b3-4eb4-9969-b23088fab6a0_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/01e1d6b2-e3b3-4eb4-9969-b23088fab6a0.json
False,room_floor_mesh,livingroom,a5083c7f-3f56-4950-96c6-7f5241cd770b_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a5083c7f-3f56-4950-96c6-7f5241cd770b.json
False,room_floor_mesh,cloakroom,7cb44194-7156-4c8f-94dc-3c0322833ef1_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/7cb44194-7156-4c8f-94dc-3c0322833ef1.json
False,room_floor_mesh,bedroom,7cb44194-7156-4c8f-94dc-3c0322833ef1_room_09,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/7cb44194-7156-4c8f-94dc-3c0322833ef1.json
False,room_floor_mesh,bedroom,0e008211-22a0-4f07-939c-6d453cf5991f_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/0e008211-22a0-4f07-939c-6d453cf5991f.json
False,room_floor_mesh,bedroom,0e008211-22a0-4f07-939c-6d453cf5991f_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/0e008211-22a0-4f07-939c-6d453cf5991f.json
False,room_floor_mesh,livingroom,f44dc241-42d4-43c8-a017-9d6d52a0e75d_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f44dc241-42d4-43c8-a017-9d6d52a0e75d.json
False,room_floor_mesh,bedroom,f44dc241-42d4-43c8-a017-9d6d52a0e75d_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f44dc241-42d4-43c8-a017-9d6d52a0e75d.json
False,room_floor_mesh,bedroom,f44dc241-42d4-43c8-a017-9d6d52a0e75d_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f44dc241-42d4-43c8-a017-9d6d52a0e75d.json
False,room_floor_mesh,study,f44dc241-42d4-43c8-a017-9d6d52a0e75d_room_07,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f44dc241-42d4-43c8-a017-9d6d52a0e75d.json
False,room_floor_mesh,bedroom,f44dc241-42d4-43c8-a017-9d6d52a0e75d_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/f44dc241-42d4-43c8-a017-9d6d52a0e75d.json
False,room_floor_mesh,livingroom,a55435d9-970c-439a-b61c-4b5a872cb8f9_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a55435d9-970c-439a-b61c-4b5a872cb8f9.json
False,room_floor_mesh,bedroom,a55435d9-970c-439a-b61c-4b5a872cb8f9_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a55435d9-970c-439a-b61c-4b5a872cb8f9.json
False,room_floor_mesh,bedroom,a55435d9-970c-439a-b61c-4b5a872cb8f9_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/a55435d9-970c-439a-b61c-4b5a872cb8f9.json
False,room_floor_mesh,bedroom,aee82a11-1d1f-47ff-80d5-902e800b839a_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/aee82a11-1d1f-47ff-80d5-902e800b839a.json
False,room_floor_mesh,bedroom,aee82a11-1d1f-47ff-80d5-902e800b839a_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/aee82a11-1d1f-47ff-80d5-902e800b839a.json
False,room_floor_mesh,bedroom,891432cf-d8d7-4538-88c8-cb37a647ce93_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/891432cf-d8d7-4538-88c8-cb37a647ce93.json
False,room_floor_mesh,livingroom,891432cf-d8d7-4538-88c8-cb37a647ce93_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/891432cf-d8d7-4538-88c8-cb37a647ce93.json
False,room_floor_mesh,bedroom,9b48a608-0054-40db-a41a-809d908b8127_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b48a608-0054-40db-a41a-809d908b8127.json
False,room_floor_mesh,bedroom,9b48a608-0054-40db-a41a-809d908b8127_room_06,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b48a608-0054-40db-a41a-809d908b8127.json
False,room_floor_mesh,bedroom,9b48a608-0054-40db-a41a-809d908b8127_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b48a608-0054-40db-a41a-809d908b8127.json
False,room_floor_mesh,bedroom,9b48a608-0054-40db-a41a-809d908b8127_room_09,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b48a608-0054-40db-a41a-809d908b8127.json
False,room_floor_mesh,bedroom,9b48a608-0054-40db-a41a-809d908b8127_room_10,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/9b48a608-0054-40db-a41a-809d908b8127.json
False,room_floor_mesh,livingroom,210aeb75-2fa2-4482-9b77-e72a20f804d2_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/210aeb75-2fa2-4482-9b77-e72a20f804d2.json
False,room_floor_mesh,diningroom,210aeb75-2fa2-4482-9b77-e72a20f804d2_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/210aeb75-2fa2-4482-9b77-e72a20f804d2.json
False,room_floor_mesh,bedroom,210aeb75-2fa2-4482-9b77-e72a20f804d2_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/210aeb75-2fa2-4482-9b77-e72a20f804d2.json
False,room_floor_mesh,bedroom,210aeb75-2fa2-4482-9b77-e72a20f804d2_room_05,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/210aeb75-2fa2-4482-9b77-e72a20f804d2.json
False,room_floor_mesh,bedroom,cbdc6e88-6835-4306-8020-e03b90f3279f_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/cbdc6e88-6835-4306-8020-e03b90f3279f.json
False,room_floor_mesh,livingroom,cbdc6e88-6835-4306-8020-e03b90f3279f_room_08,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/cbdc6e88-6835-4306-8020-e03b90f3279f.json
False,room_floor_mesh,livingroom,5442e552-4595-4772-bf9e-eb10f8476e5c_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/5442e552-4595-4772-bf9e-eb10f8476e5c.json
False,room_floor_mesh,livingroom,ec85a756-84f3-422c-9a13-6eefe1503541_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ec85a756-84f3-422c-9a13-6eefe1503541.json
False,room_floor_mesh,bedroom,ec85a756-84f3-422c-9a13-6eefe1503541_room_02,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/ec85a756-84f3-422c-9a13-6eefe1503541.json
False,room_floor_mesh,livingroom,4f7c641a-cbcd-4d71-98ab-20ea86e27d9a_room_00,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/4f7c641a-cbcd-4d71-98ab-20ea86e27d9a.json
False,room_floor_mesh,diningroom,4f7c641a-cbcd-4d71-98ab-20ea86e27d9a_room_03,/wuqingyaoa800/chengjiajia_datas/dataset/JIAQI-CHEN/3D-Front/3D-FRONT/4f7c641a-cbcd-4d71-98ab-20ea86e27d9a.json
